payment_intent_id,event_id,ticket_type,gross_amount,fee_amount,tax_amount,discount_amount,net_amount,currency,status,is_refund,refers_payment_intent_id,created_ts
pi_360595201,1152,VIP,64.23,2.55,3.21,0.0,61.68,CAD,captured,0,,2025-07-27T21:35:00
pi_991954274,1152,VIP,60.05,2.4,3.0,0.0,57.65,CAD,captured,0,,2025-08-06T23:18:00
pi_861799051,1152,Senior,18.34,0.94,0.92,0.0,17.4,CAD,captured,0,,2025-08-05T03:02:00
pi_493660709,1152,Student,14.87,0.82,0.74,0.0,14.05,CAD,captured,0,,2025-07-28T03:38:00
pi_845439596,1152,Senior,14.8,0.82,0.74,2.22,11.76,CAD,captured,0,,2025-07-23T18:20:00
pi_954728405,1152,VIP,55.19,2.23,2.76,0.0,52.96,CAD,captured,0,,2025-08-08T01:44:00
pi_412507790,1152,Student,15.56,0.84,0.78,0.0,14.72,CAD,captured,0,,2025-07-28T16:43:00
pi_498015116,1152,Senior,15.43,0.84,0.77,0.0,14.59,CAD,captured,0,,2025-07-28T00:12:00
pi_827451847,1152,Senior,14.22,0.8,0.71,0.0,13.42,CAD,captured,0,,2025-07-26T15:39:00
pi_684264381,1152,Student,12.92,0.75,0.65,0.0,12.17,CAD,captured,0,,2025-08-10T14:57:00
pi_945101390,1152,General,21.07,1.04,1.05,0.0,20.03,CAD,captured,0,,2025-07-29T02:09:00
pi_932972524,1152,VIP,58.91,2.36,2.95,8.84,47.71,CAD,captured,0,,2025-08-10T09:40:00
pi_287741436,1152,Senior,0.0,0.0,0.0,0.0,-12.5,CAD,refunded,1,pi_755675684,2025-07-23T11:18:00
pi_559017435,1153,VIP,60.56,2.42,3.03,0.0,58.14,CAD,captured,0,,2025-08-11T07:33:00
pi_815344306,1153,General,25.82,1.2,1.29,0.0,24.62,CAD,captured,0,,2025-08-05T16:51:00
pi_941026328,1153,Senior,18.36,0.94,0.92,0.0,17.42,CAD,captured,0,,2025-07-31T22:35:00
pi_673284236,1153,Senior,19.96,1.0,1.0,2.99,15.97,CAD,captured,0,,2025-08-06T13:04:00
pi_452736391,1153,General,0.0,0.0,0.0,0.0,-24.19,CAD,refunded,1,pi_373502434,2025-07-24T13:44:00
pi_866654346,1153,Student,16.96,0.89,0.85,0.0,16.07,CAD,captured,0,,2025-08-01T13:00:00
pi_463749533,1153,General,24.01,1.14,1.2,0.0,22.87,CAD,captured,0,,2025-07-27T12:40:00
pi_167848942,1153,Senior,15.68,0.85,0.78,0.0,14.83,CAD,captured,0,,2025-07-29T01:53:00
pi_705750498,1153,VIP,58.4,2.34,2.92,0.0,56.06,CAD,captured,0,,2025-08-09T04:58:00
pi_505097756,1153,Senior,18.48,0.95,0.92,0.0,17.53,CAD,captured,0,,2025-07-27T10:30:00
pi_313106546,1153,Senior,18.25,0.94,0.91,2.74,14.57,CAD,captured,0,,2025-07-25T20:05:00
pi_859836514,1153,VIP,60.03,2.4,3.0,0.0,57.63,CAD,captured,0,,2025-07-25T07:11:00
pi_124947953,1153,Student,15.66,0.85,0.78,0.0,14.81,CAD,captured,0,,2025-07-25T09:48:00
pi_960596682,1153,General,23.8,1.13,1.19,0.0,22.67,CAD,captured,0,,2025-08-11T09:30:00
pi_491687684,1153,General,29.44,1.33,1.47,0.0,28.11,CAD,captured,0,,2025-08-03T06:04:00
pi_121737962,1153,VIP,58.7,2.35,2.93,0.0,56.35,CAD,captured,0,,2025-08-02T04:53:00
pi_741311673,1153,General,21.81,1.06,1.09,3.27,17.48,CAD,captured,0,,2025-08-09T19:43:00
pi_884912205,1153,VIP,57.46,2.31,2.87,8.62,46.53,CAD,captured,0,,2025-08-08T08:57:00
pi_141804430,1153,Senior,17.54,0.91,0.88,0.0,16.63,CAD,captured,0,,2025-07-30T18:20:00
pi_637689297,1153,VIP,56.48,2.28,2.82,0.0,54.2,CAD,captured,0,,2025-07-27T00:17:00
pi_401982459,1153,General,28.14,1.28,1.41,0.0,26.86,CAD,captured,0,,2025-07-29T14:57:00
pi_731617145,1153,Senior,12.64,0.74,0.63,0.0,11.9,CAD,captured,0,,2025-08-04T10:02:00
pi_414284283,1153,Student,0.0,0.0,0.0,0.0,-14.25,CAD,refunded,1,pi_898231155,2025-07-29T17:20:00
pi_776502329,1153,General,27.63,1.27,1.38,0.0,26.36,CAD,captured,0,,2025-08-08T10:51:00
pi_982184683,1153,VIP,57.14,2.3,2.86,8.57,46.27,CAD,captured,0,,2025-07-29T05:10:00
pi_362361358,1153,Student,14.12,0.79,0.71,0.0,13.33,CAD,captured,0,,2025-07-31T17:32:00
pi_108763101,1153,VIP,58.05,2.33,2.9,0.0,55.72,CAD,captured,0,,2025-08-07T22:33:00
pi_487478846,1153,General,25.76,1.2,1.29,0.0,24.56,CAD,captured,0,,2025-08-07T00:43:00
pi_929338654,1153,VIP,59.35,2.38,2.97,0.0,56.97,CAD,captured,0,,2025-07-24T15:46:00
pi_795505396,1153,Student,14.06,0.79,0.7,0.0,13.27,CAD,captured,0,,2025-08-11T17:20:00
pi_537752057,1153,VIP,61.31,2.45,3.07,0.0,58.86,CAD,captured,0,,2025-08-03T22:24:00
pi_651066629,1153,General,24.63,1.16,1.23,0.0,23.47,CAD,captured,0,,2025-08-11T16:41:00
pi_735391230,1153,VIP,0.0,0.0,0.0,0.0,-61.24,CAD,refunded,1,pi_227781222,2025-08-05T07:50:00
pi_841941973,1153,Student,12.89,0.75,0.64,0.0,12.14,CAD,captured,0,,2025-08-04T19:12:00
pi_490204587,1153,VIP,61.05,2.44,3.05,0.0,58.61,CAD,captured,0,,2025-07-28T18:01:00
pi_773483573,1153,Senior,16.31,0.87,0.82,0.0,15.44,CAD,captured,0,,2025-07-31T23:06:00
pi_932175494,1153,Senior,21.14,1.04,1.06,0.0,20.1,CAD,captured,0,,2025-08-02T22:59:00
pi_913971211,1153,Student,10.63,0.67,0.53,0.0,9.96,CAD,captured,0,,2025-08-04T12:59:00
pi_790655812,1153,General,27.33,1.26,1.37,0.0,26.07,CAD,captured,0,,2025-08-05T09:36:00
pi_961586617,1153,Senior,18.18,0.94,0.91,2.73,14.51,CAD,captured,0,,2025-07-25T08:02:00
pi_838268518,1153,Senior,18.14,0.93,0.91,0.0,17.21,CAD,captured,0,,2025-07-31T22:41:00
pi_789824235,1153,Student,10.4,0.66,0.52,0.0,9.74,CAD,captured,0,,2025-08-07T18:29:00
pi_394956086,1153,Senior,14.23,0.8,0.71,0.0,13.43,CAD,captured,0,,2025-08-08T03:57:00
pi_765377413,1153,General,26.28,1.22,1.31,0.0,25.06,CAD,captured,0,,2025-07-29T06:13:00
pi_689071898,1153,General,26.84,1.24,1.34,0.0,25.6,CAD,captured,0,,2025-08-01T01:36:00
pi_977622196,1153,VIP,58.4,2.34,2.92,0.0,56.06,CAD,captured,0,,2025-08-04T14:36:00
pi_974484174,1153,General,23.09,1.11,1.15,0.0,21.98,CAD,captured,0,,2025-07-27T00:25:00
pi_901470292,1153,VIP,55.91,2.26,2.8,0.0,53.65,CAD,captured,0,,2025-08-01T03:33:00
pi_270005679,1153,General,25.42,1.19,1.27,0.0,24.23,CAD,captured,0,,2025-07-28T13:54:00
pi_404328582,1153,Student,17.16,0.9,0.86,0.0,16.26,CAD,captured,0,,2025-08-03T19:07:00
pi_624972424,1153,Student,0.0,0.0,0.0,0.0,-12.63,CAD,refunded,1,pi_894380105,2025-07-25T18:54:00
pi_603484069,1153,Student,17.55,0.91,0.88,0.0,16.64,CAD,captured,0,,2025-07-27T20:42:00
pi_221964234,1153,VIP,59.66,2.39,2.98,0.0,57.27,CAD,captured,0,,2025-08-11T08:26:00
pi_447995814,1153,Senior,17.67,0.92,0.88,0.0,16.75,CAD,captured,0,,2025-08-09T19:08:00
pi_769726693,1153,VIP,58.44,2.35,2.92,0.0,56.09,CAD,captured,0,,2025-07-31T11:04:00
pi_981269849,1153,Senior,17.6,0.92,0.88,0.0,16.68,CAD,captured,0,,2025-07-28T23:32:00
pi_969077839,1153,Senior,20.32,1.01,1.02,0.0,19.31,CAD,captured,0,,2025-07-24T11:16:00
pi_607354456,1153,VIP,59.34,2.38,2.97,0.0,56.96,CAD,captured,0,,2025-08-08T22:36:00
pi_132030323,1153,Student,15.68,0.85,0.78,0.0,14.83,CAD,captured,0,,2025-08-02T21:35:00
pi_282717384,1153,Student,14.22,0.8,0.71,0.0,13.42,CAD,captured,0,,2025-07-26T22:47:00
pi_430114025,1153,Student,15.81,0.85,0.79,0.0,14.96,CAD,captured,0,,2025-08-04T07:36:00
pi_885649042,1153,Student,17.49,0.91,0.87,0.0,16.58,CAD,captured,0,,2025-07-25T01:17:00
pi_448145312,1153,Senior,19.0,0.96,0.95,0.0,18.04,CAD,captured,0,,2025-08-06T20:26:00
pi_235124489,1153,VIP,58.83,2.36,2.94,0.0,56.47,CAD,captured,0,,2025-08-08T12:17:00
pi_365652192,1153,VIP,56.8,2.29,2.84,0.0,54.51,CAD,captured,0,,2025-08-06T11:40:00
pi_687599832,1153,VIP,59.85,2.39,2.99,0.0,57.46,CAD,captured,0,,2025-08-10T15:21:00
pi_572667602,1153,VIP,58.42,2.34,2.92,0.0,56.08,CAD,captured,0,,2025-08-03T00:01:00
pi_351375549,1153,VIP,60.76,2.43,3.04,0.0,58.33,CAD,captured,0,,2025-08-04T22:08:00
pi_681179424,1153,Senior,12.37,0.73,0.62,0.0,11.64,CAD,captured,0,,2025-08-03T20:30:00
pi_851738846,1153,General,29.1,1.32,1.45,0.0,27.78,CAD,captured,0,,2025-08-09T06:59:00
pi_487695710,1153,Student,14.19,0.8,0.71,0.0,13.39,CAD,captured,0,,2025-07-27T09:55:00
pi_551557500,1153,VIP,55.71,2.25,2.79,0.0,53.46,CAD,captured,0,,2025-07-24T12:04:00
pi_664002618,1153,General,22.37,1.08,1.12,0.0,21.29,CAD,captured,0,,2025-08-05T11:23:00
pi_439505318,1153,VIP,60.2,2.41,3.01,0.0,57.79,CAD,captured,0,,2025-08-01T08:02:00
pi_339699195,1153,Student,15.59,0.85,0.78,0.0,14.74,CAD,captured,0,,2025-07-30T21:26:00
pi_313774478,1153,General,28.05,1.28,1.4,0.0,26.77,CAD,captured,0,,2025-08-07T14:03:00
pi_398172455,1153,General,0.0,0.0,0.0,0.0,-23.87,CAD,refunded,1,pi_385468474,2025-08-08T22:51:00
pi_308177778,1153,VIP,62.22,2.48,3.11,0.0,59.74,CAD,captured,0,,2025-07-26T10:22:00
pi_124001514,1153,Senior,17.2,0.9,0.86,0.0,16.3,CAD,captured,0,,2025-08-04T18:38:00
pi_985582409,1153,General,25.61,1.2,1.28,0.0,24.41,CAD,captured,0,,2025-08-04T14:31:00
pi_872264986,1153,Student,16.95,0.89,0.85,0.0,16.06,CAD,captured,0,,2025-07-30T02:49:00
pi_945195019,1153,General,24.01,1.14,1.2,0.0,22.87,CAD,captured,0,,2025-07-24T17:06:00
pi_984022728,1153,Senior,14.86,0.82,0.74,2.23,11.81,CAD,captured,0,,2025-07-24T05:26:00
pi_543149544,1153,Student,12.41,0.73,0.62,0.0,11.68,CAD,captured,0,,2025-07-26T07:56:00
pi_133592324,1153,Senior,16.93,0.89,0.85,0.0,16.04,CAD,captured,0,,2025-07-31T17:05:00
pi_514117020,1153,Student,15.87,0.86,0.79,0.0,15.01,CAD,captured,0,,2025-07-31T17:02:00
pi_272822294,1153,Senior,16.84,0.89,0.84,0.0,15.95,CAD,captured,0,,2025-08-02T04:33:00
pi_364888046,1153,General,22.93,1.1,1.15,0.0,21.83,CAD,captured,0,,2025-08-08T12:53:00
pi_872607695,1153,VIP,56.67,2.28,2.83,0.0,54.39,CAD,captured,0,,2025-08-07T01:10:00
pi_250811725,1153,General,26.74,1.24,1.34,4.01,21.49,CAD,captured,0,,2025-07-28T09:28:00
pi_601210910,1153,Senior,16.82,0.89,0.84,0.0,15.93,CAD,captured,0,,2025-08-04T12:29:00
pi_680610255,1153,General,27.33,1.26,1.37,0.0,26.07,CAD,captured,0,,2025-08-09T06:09:00
pi_883023952,1153,Senior,20.83,1.03,1.04,0.0,19.8,CAD,captured,0,,2025-07-25T21:40:00
pi_488951666,1153,Senior,18.81,0.96,0.94,0.0,17.85,CAD,captured,0,,2025-07-24T07:04:00
pi_672210469,1153,VIP,60.93,2.43,3.05,9.14,49.36,CAD,captured,0,,2025-08-05T07:57:00
pi_754837795,1153,Student,17.8,0.92,0.89,0.0,16.88,CAD,captured,0,,2025-07-31T08:56:00
pi_240476652,1153,Senior,18.33,0.94,0.92,0.0,17.39,CAD,captured,0,,2025-07-31T00:18:00
pi_334354211,1153,VIP,57.46,2.31,2.87,0.0,55.15,CAD,captured,0,,2025-07-29T00:12:00
pi_219550395,1153,Senior,16.76,0.89,0.84,0.0,15.87,CAD,captured,0,,2025-07-31T22:56:00
pi_352713049,1153,Student,13.55,0.77,0.68,0.0,12.78,CAD,captured,0,,2025-08-08T09:39:00
pi_331955614,1153,Student,14.51,0.81,0.73,0.0,13.7,CAD,captured,0,,2025-08-02T17:17:00
pi_887850464,1153,Senior,18.97,0.96,0.95,0.0,18.01,CAD,captured,0,,2025-08-07T10:59:00
pi_555077743,1153,Student,13.57,0.77,0.68,0.0,12.8,CAD,captured,0,,2025-08-01T01:07:00
pi_815806656,1153,Student,15.39,0.84,0.77,0.0,14.55,CAD,captured,0,,2025-08-09T22:58:00
pi_362295471,1153,Student,18.59,0.95,0.93,0.0,17.64,CAD,captured,0,,2025-08-08T15:40:00
pi_726510152,1153,Student,13.93,0.79,0.7,0.0,13.14,CAD,captured,0,,2025-07-25T08:23:00
pi_404311230,1153,General,24.4,1.15,1.22,3.66,19.59,CAD,captured,0,,2025-08-04T17:44:00
pi_251538791,1153,Senior,14.97,0.82,0.75,0.0,14.15,CAD,captured,0,,2025-07-28T23:54:00
pi_506929587,1153,VIP,61.88,2.47,3.09,0.0,59.41,CAD,captured,0,,2025-07-26T06:22:00
pi_140795731,1153,Student,16.45,0.88,0.82,0.0,15.57,CAD,captured,0,,2025-07-31T17:40:00
pi_170775072,1153,Student,11.31,0.7,0.57,0.0,10.61,CAD,captured,0,,2025-07-29T13:35:00
pi_149607168,1153,VIP,0.0,0.0,0.0,0.0,-58.69,CAD,refunded,1,pi_799778359,2025-08-09T10:18:00
pi_647784670,1153,Student,10.36,0.66,0.52,1.55,8.15,CAD,captured,0,,2025-07-29T01:34:00
pi_934148720,1153,Senior,17.04,0.9,0.85,0.0,16.14,CAD,captured,0,,2025-08-06T09:10:00
pi_711574880,1153,Senior,17.12,0.9,0.86,0.0,16.22,CAD,captured,0,,2025-08-06T23:27:00
pi_884920355,1153,VIP,58.15,2.34,2.91,0.0,55.81,CAD,captured,0,,2025-07-30T05:31:00
pi_105642826,1153,Student,15.14,0.83,0.76,0.0,14.31,CAD,captured,0,,2025-08-01T15:44:00
pi_504643349,1153,Student,0.0,0.0,0.0,0.0,-10.98,CAD,refunded,1,pi_785838597,2025-07-24T18:12:00
pi_472722949,1153,General,25.4,1.19,1.27,0.0,24.21,CAD,captured,0,,2025-08-07T08:34:00
pi_842672514,1153,Senior,16.32,0.87,0.82,0.0,15.45,CAD,captured,0,,2025-08-01T13:22:00
pi_751501780,1153,General,28.71,1.3,1.44,0.0,27.41,CAD,captured,0,,2025-08-07T19:44:00
pi_684026339,1153,Student,16.54,0.88,0.83,0.0,15.66,CAD,captured,0,,2025-08-03T02:17:00
pi_862140943,1153,Senior,17.64,0.92,0.88,0.0,16.72,CAD,captured,0,,2025-08-02T04:40:00
pi_466515775,1153,VIP,62.73,2.5,3.14,0.0,60.23,CAD,captured,0,,2025-08-03T15:46:00
pi_224767031,1153,Senior,13.97,0.79,0.7,0.0,13.18,CAD,captured,0,,2025-08-08T06:31:00
pi_192155909,1153,General,24.39,1.15,1.22,0.0,23.24,CAD,captured,0,,2025-08-06T20:59:00
pi_294500761,1153,VIP,62.45,2.49,3.12,0.0,59.96,CAD,captured,0,,2025-07-31T05:43:00
pi_705945303,1153,General,25.79,1.2,1.29,0.0,24.59,CAD,captured,0,,2025-08-11T02:39:00
pi_381991269,1153,Senior,16.84,0.89,0.84,0.0,15.95,CAD,captured,0,,2025-08-05T17:27:00
pi_985350046,1153,Student,13.38,0.77,0.67,0.0,12.61,CAD,captured,0,,2025-08-10T10:53:00
pi_683584699,1153,VIP,62.54,2.49,3.13,0.0,60.05,CAD,captured,0,,2025-07-31T06:43:00
pi_644104063,1153,Senior,17.76,0.92,0.89,0.0,16.84,CAD,captured,0,,2025-07-26T15:00:00
pi_635999009,1153,VIP,53.81,2.18,2.69,8.07,43.56,CAD,captured,0,,2025-08-10T21:51:00
pi_998833116,1153,VIP,57.1,2.3,2.86,0.0,54.8,CAD,captured,0,,2025-07-31T14:32:00
pi_744428024,1153,VIP,0.0,0.0,0.0,0.0,-57.0,CAD,refunded,1,pi_133379094,2025-07-30T02:26:00
pi_771524587,1153,General,25.48,1.19,1.27,0.0,24.29,CAD,captured,0,,2025-08-03T13:55:00
pi_827583911,1153,Senior,17.25,0.9,0.86,0.0,16.35,CAD,captured,0,,2025-08-08T11:03:00
pi_918418319,1153,VIP,59.92,2.4,3.0,0.0,57.52,CAD,captured,0,,2025-07-28T06:52:00
pi_789262452,1153,General,22.09,1.07,1.1,0.0,21.02,CAD,captured,0,,2025-08-05T22:48:00
pi_143561804,1153,General,0.0,0.0,0.0,0.0,-17.95,CAD,refunded,1,pi_429069516,2025-08-01T23:52:00
pi_131292090,1153,General,23.31,1.12,1.17,3.5,18.69,CAD,captured,0,,2025-07-29T11:15:00
pi_453894748,1153,Student,11.54,0.7,0.58,0.0,10.84,CAD,captured,0,,2025-07-30T03:13:00
pi_205552872,1153,Senior,18.43,0.95,0.92,0.0,17.48,CAD,captured,0,,2025-07-26T19:43:00
pi_729682838,1153,Student,14.6,0.81,0.73,0.0,13.79,CAD,captured,0,,2025-08-11T00:40:00
pi_555228841,1153,Senior,18.77,0.96,0.94,2.82,14.99,CAD,captured,0,,2025-08-07T20:16:00
pi_946173914,1153,General,23.48,1.12,1.17,0.0,22.36,CAD,captured,0,,2025-07-30T08:17:00
pi_430646194,1153,General,25.63,1.2,1.28,0.0,24.43,CAD,captured,0,,2025-08-11T12:01:00
pi_367491974,1153,General,0.0,0.0,0.0,0.0,-18.75,CAD,refunded,1,pi_872669063,2025-07-31T05:53:00
pi_324244988,1153,Senior,18.64,0.95,0.93,0.0,17.69,CAD,captured,0,,2025-08-02T19:19:00
pi_832190035,1153,General,26.63,1.23,1.33,0.0,25.4,CAD,captured,0,,2025-07-30T04:20:00
pi_667887484,1153,VIP,63.81,2.53,3.19,0.0,61.28,CAD,captured,0,,2025-07-30T04:27:00
pi_745420234,1153,General,25.38,1.19,1.27,0.0,24.19,CAD,captured,0,,2025-08-02T10:42:00
pi_807911017,1153,VIP,56.84,2.29,2.84,8.53,46.02,CAD,captured,0,,2025-08-07T06:06:00
pi_754541518,1153,Senior,18.1,0.93,0.9,0.0,17.17,CAD,captured,0,,2025-08-11T00:38:00
pi_561939554,1153,Senior,17.0,0.9,0.85,0.0,16.1,CAD,captured,0,,2025-08-07T04:43:00
pi_565364669,1153,Student,15.34,0.84,0.77,0.0,14.5,CAD,captured,0,,2025-08-04T11:02:00
pi_516135857,1153,General,24.68,1.16,1.23,3.7,19.82,CAD,captured,0,,2025-07-25T09:32:00
pi_731932047,1153,VIP,60.14,2.4,3.01,0.0,57.74,CAD,captured,0,,2025-07-31T19:46:00
pi_990405028,1153,Student,16.04,0.86,0.8,0.0,15.18,CAD,captured,0,,2025-07-24T22:26:00
pi_667834559,1153,Senior,18.8,0.96,0.94,2.82,15.02,CAD,captured,0,,2025-08-04T20:15:00
pi_937171725,1153,Senior,19.32,0.98,0.97,0.0,18.34,CAD,captured,0,,2025-07-25T17:45:00
pi_208235032,1153,Student,13.77,0.78,0.69,0.0,12.99,CAD,captured,0,,2025-08-01T19:30:00
pi_701315217,1153,VIP,56.91,2.29,2.85,0.0,54.62,CAD,captured,0,,2025-07-30T09:24:00
pi_465795963,1153,VIP,59.56,2.38,2.98,0.0,57.18,CAD,captured,0,,2025-08-08T13:47:00
pi_607605277,1153,Student,12.15,0.73,0.61,1.82,9.6,CAD,captured,0,,2025-08-06T15:16:00
pi_399857911,1153,Senior,16.65,0.88,0.83,0.0,15.77,CAD,captured,0,,2025-08-06T11:00:00
pi_491630492,1153,General,24.86,1.17,1.24,0.0,23.69,CAD,captured,0,,2025-08-04T16:35:00
pi_132463937,1153,Senior,18.83,0.96,0.94,0.0,17.87,CAD,captured,0,,2025-08-04T17:43:00
pi_633962812,1153,Student,14.75,0.82,0.74,0.0,13.93,CAD,captured,0,,2025-07-30T06:05:00
pi_927787396,1153,Senior,19.06,0.97,0.95,0.0,18.09,CAD,captured,0,,2025-08-06T18:50:00
pi_802197286,1153,General,24.53,1.16,1.23,0.0,23.37,CAD,captured,0,,2025-07-26T13:01:00
pi_351084840,1153,Student,19.53,0.98,0.98,0.0,18.55,CAD,captured,0,,2025-08-03T13:10:00
pi_644007997,1153,General,26.85,1.24,1.34,0.0,25.61,CAD,captured,0,,2025-07-23T22:23:00
pi_405204993,1154,Senior,18.64,0.95,0.93,0.0,17.69,CAD,captured,0,,2025-08-07T23:18:00
pi_654348969,1154,Senior,17.09,0.9,0.85,0.0,16.19,CAD,captured,0,,2025-08-10T00:42:00
pi_122896521,1154,Senior,19.41,0.98,0.97,0.0,18.43,CAD,captured,0,,2025-07-24T22:55:00
pi_927366383,1154,General,23.49,1.12,1.17,0.0,22.37,CAD,captured,0,,2025-08-12T13:42:00
pi_679272296,1154,VIP,60.72,2.43,3.04,0.0,58.29,CAD,captured,0,,2025-08-04T06:13:00
pi_371597162,1154,Student,13.1,0.76,0.65,0.0,12.34,CAD,captured,0,,2025-07-30T14:55:00
pi_474529691,1154,Student,16.1,0.86,0.81,0.0,15.24,CAD,captured,0,,2025-08-02T02:21:00
pi_129464288,1154,Student,13.78,0.78,0.69,0.0,13.0,CAD,captured,0,,2025-08-06T17:28:00
pi_516156974,1154,Senior,0.0,0.0,0.0,0.0,-15.41,CAD,refunded,1,pi_672339263,2025-08-08T01:07:00
pi_558931052,1154,VIP,56.97,2.29,2.85,0.0,54.68,CAD,captured,0,,2025-07-25T22:31:00
pi_882293000,1154,General,21.92,1.07,1.1,0.0,20.85,CAD,captured,0,,2025-08-01T01:22:00
pi_714653657,1154,Senior,14.91,0.82,0.75,0.0,14.09,CAD,captured,0,,2025-07-26T16:11:00
pi_493528386,1154,General,0.0,0.0,0.0,0.0,-21.55,CAD,refunded,1,pi_851793296,2025-08-09T19:52:00
pi_377090737,1154,VIP,0.0,0.0,0.0,0.0,-56.45,CAD,refunded,1,pi_848296379,2025-08-11T12:37:00
pi_100270309,1154,VIP,59.45,2.38,2.97,0.0,57.07,CAD,captured,0,,2025-08-09T19:56:00
pi_263696210,1154,Senior,16.84,0.89,0.84,0.0,15.95,CAD,captured,0,,2025-08-10T12:07:00
pi_361649559,1154,Student,18.24,0.94,0.91,0.0,17.3,CAD,captured,0,,2025-07-31T03:29:00
pi_810702112,1154,General,25.13,1.18,1.26,0.0,23.95,CAD,captured,0,,2025-07-30T09:26:00
pi_455705077,1154,Student,0.0,0.0,0.0,0.0,-15.07,CAD,refunded,1,pi_462009538,2025-08-10T15:12:00
pi_378649969,1154,VIP,60.05,2.4,3.0,9.01,48.64,CAD,captured,0,,2025-07-30T10:27:00
pi_660364486,1154,General,25.17,1.18,1.26,0.0,23.99,CAD,captured,0,,2025-08-04T13:35:00
pi_294833629,1154,General,25.31,1.19,1.27,0.0,24.12,CAD,captured,0,,2025-08-02T09:44:00
pi_483419960,1154,General,26.54,1.23,1.33,0.0,25.31,CAD,captured,0,,2025-08-02T10:04:00
pi_670441532,1154,General,22.15,1.08,1.11,0.0,21.07,CAD,captured,0,,2025-08-07T16:53:00
pi_327338100,1154,General,21.49,1.05,1.07,0.0,20.44,CAD,captured,0,,2025-08-08T12:21:00
pi_565354091,1154,VIP,58.49,2.35,2.92,8.77,47.37,CAD,captured,0,,2025-07-31T13:04:00
pi_163404137,1154,VIP,60.0,2.4,3.0,0.0,57.6,CAD,captured,0,,2025-08-09T03:09:00
pi_595767002,1154,VIP,60.5,2.42,3.03,0.0,58.08,CAD,captured,0,,2025-07-29T19:37:00
pi_580784380,1154,VIP,55.45,2.24,2.77,0.0,53.21,CAD,captured,0,,2025-07-27T17:22:00
pi_327834041,1154,General,24.61,1.16,1.23,0.0,23.45,CAD,captured,0,,2025-07-26T04:53:00
pi_665241416,1154,Senior,16.79,0.89,0.84,0.0,15.9,CAD,captured,0,,2025-08-10T05:20:00
pi_404143032,1154,General,24.43,1.16,1.22,0.0,23.27,CAD,captured,0,,2025-08-02T08:51:00
pi_465940953,1154,Student,15.19,0.83,0.76,0.0,14.36,CAD,captured,0,,2025-07-28T03:54:00
pi_987718642,1154,VIP,59.32,2.38,2.97,0.0,56.94,CAD,captured,0,,2025-08-09T01:26:00
pi_769074464,1154,VIP,62.8,2.5,3.14,0.0,60.3,CAD,captured,0,,2025-07-26T17:10:00
pi_211423886,1154,Student,13.36,0.77,0.67,0.0,12.59,CAD,captured,0,,2025-08-10T02:58:00
pi_684404489,1154,VIP,61.25,2.44,3.06,0.0,58.81,CAD,captured,0,,2025-08-09T10:02:00
pi_626644205,1154,VIP,61.2,2.44,3.06,0.0,58.76,CAD,captured,0,,2025-08-02T19:10:00
pi_150425211,1154,Student,12.22,0.73,0.61,1.83,9.66,CAD,captured,0,,2025-07-25T14:46:00
pi_618512460,1154,General,24.73,1.17,1.24,0.0,23.56,CAD,captured,0,,2025-08-07T03:29:00
pi_369890200,1154,VIP,60.2,2.41,3.01,0.0,57.79,CAD,captured,0,,2025-08-05T13:35:00
pi_616162717,1154,General,24.27,1.15,1.21,0.0,23.12,CAD,captured,0,,2025-07-31T22:12:00
pi_397295986,1154,VIP,58.74,2.36,2.94,0.0,56.38,CAD,captured,0,,2025-07-25T09:57:00
pi_536870621,1154,VIP,59.21,2.37,2.96,0.0,56.84,CAD,captured,0,,2025-08-08T20:32:00
pi_597117572,1154,General,26.93,1.24,1.35,4.04,21.65,CAD,captured,0,,2025-07-28T12:14:00
pi_924289114,1154,General,26.98,1.24,1.35,0.0,25.74,CAD,captured,0,,2025-07-25T11:35:00
pi_236501593,1154,Student,12.82,0.75,0.64,0.0,12.07,CAD,captured,0,,2025-08-11T03:05:00
pi_451641792,1154,Student,15.99,0.86,0.8,0.0,15.13,CAD,captured,0,,2025-07-28T09:27:00
pi_665278365,1154,VIP,0.0,0.0,0.0,0.0,-47.94,CAD,refunded,1,pi_797942161,2025-07-31T04:40:00
pi_654360177,1154,General,29.45,1.33,1.47,0.0,28.12,CAD,captured,0,,2025-07-25T01:47:00
pi_887378227,1154,VIP,58.01,2.33,2.9,0.0,55.68,CAD,captured,0,,2025-08-01T03:23:00
pi_836496846,1154,Student,18.41,0.94,0.92,2.76,14.71,CAD,captured,0,,2025-08-11T18:24:00
pi_266419898,1154,VIP,61.54,2.45,3.08,0.0,59.09,CAD,captured,0,,2025-08-08T10:52:00
pi_513566511,1154,VIP,61.88,2.47,3.09,9.28,50.13,CAD,captured,0,,2025-08-01T06:02:00
pi_391576338,1154,Student,17.14,0.9,0.86,0.0,16.24,CAD,captured,0,,2025-07-30T12:18:00
pi_811798305,1154,General,25.75,1.2,1.29,0.0,24.55,CAD,captured,0,,2025-08-10T15:34:00
pi_406483774,1154,VIP,60.34,2.41,3.02,0.0,57.93,CAD,captured,0,,2025-08-08T15:22:00
pi_171409857,1154,Student,15.74,0.85,0.79,0.0,14.89,CAD,captured,0,,2025-08-09T09:34:00
pi_307415624,1154,VIP,61.91,2.47,3.1,0.0,59.44,CAD,captured,0,,2025-08-05T14:42:00
